Traffic Volumes Counts,,,,,,,,,,24 hour Period Hourly Counts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dist,Cnty,Rte,Prefix,PM,Leg,Dir,Description,Date,Day,_0_1,,_1_2,,_2_3,,_3_4,,_4_5,,_5_6 ,,_6_7,,_7_8,,_8_9,,_9_10,,_10_11,,_11_12,,_12_13,,_13_14,,_14_15,,_15_16,,_16_17,,_17_18,,_18_19 ,,_19_20,,_20_21 ,,_21_22,,_22_23,,_23_24,,_24hr_total
4,SCL,880 , ,8.390,N,N,NB ON FROM WB237/MCCARTHY     ,10/28/2023,SAT,27,A,27,A,11,A,13,A,10,A,7,A,9,A,35,A,44,A,64,A,71,A,133,A,156,A,191,A,211,A,182,A,144,A,146,A,186,A,174,A,204,A,207,A,151,A,78,A,"2,481"
4,SCL,880 , ,8.390,N,N,NB ON FROM WB237/MCCARTHY     ,10/29/2023,SUN,49,A,23,A,15,A,16,A,6,A,7,A,15,A,14,A,30,A,53,A,67,A,113,A,165,A,190,A,223,A,210,A,159,A,243,A,179,A,172,A,179,A,164,A,75,A,31,A,"2,398"
4,SCL,880 , ,8.390,N,N,NB ON FROM WB237/MCCARTHY     ,10/30/2023,MON,15,A,11,A,5,A,13,A,10,A,19,A,28,A,42,A,91,A,104,A,57,A,86,A,132,A,194,A,226,A,241,A,237,A,202,A,190,A,205,A,174,A,114,A,52,A,29,A,"2,477"
4,SCL,880 , ,8.583,N,N,SEG NBON FRWB RTE 237         ,10/1/2023,SUN,82,A,51,A,33,A,13,A,11,A,37,A,45,A,60,A,86,A,153,A,179,A,236,A,296,A,337,A,353,A,302,A,242,A,333,A,301,A,265,A,198,A,198,A,95,A,48,A,"3,954"
4,SCL,880 , ,8.583,N,N,SEG NBON FRWB RTE 237         ,10/3/2023,TUE,28,A,12,A,14,A,30,A,52,A,131,A,166,A,153,A,227,A,207,A,195,A,204,A,242,A,254,A,235,A,239,A,206,A,217,A,199,A,220,A,212,A,137,A,112,A,69,A,"3,761"
4,SCL,880 , ,8.583,N,N,SEG NBON FRWB RTE 237         ,10/4/2023,WED,27,A,20,A,16,A,21,A,65,A,121,A,164,A,204,A,258,A,182,A,201,A,192,A,233,A,259,A,278,A,230,A,226,A,222,A,210,A,250,A,194,A,159,A,99,A,76,A,"3,907"
4,SCL,880 , ,8.583,N,N,SEG NBON FRWB RTE 237         ,10/6/2023,FRI,36,A,21,A,16,A,31,A,57,A,132,A,183,A,193,A,238,A,193,A,208,A,240,A,274,A,294,A,307,A,275,A,248,A,246,A,283,A,310,A,293,A,238,A,186,A,139,A,"4,641"
4,SCL,880 , ,8.583,N,N,SEG NBON FRWB RTE 237         ,10/7/2023,SAT,61,A,35,A,30,A,24,A,22,A,56,A,69,A,77,A,145,A,195,A,255,A,284,A,284,A,354,A,359,A,277,A,270,A,286,A,264,A,284,A,232,A,220,A,157,A,93,A,"4,333"
4,SCL,880 , ,8.583,N,N,SEG NBON FRWB RTE 237         ,10/8/2023,SUN,87,A,49,A,35,A,13,A,15,A,39,A,29,A,56,A,90,A,154,A,196,A,266,A,324,A,346,A,299,A,243,A,257,A,264,A,237,A,245,A,228,A,188,A,118,A,52,A,"3,830"
4,SCL,880 , ,8.583,N,N,SEG NBON FRWB RTE 237         ,10/10/2023,TUE,31,A,19,A,17,A,19,A,46,A,123,A,159,A,182,A,223,A,198,A,194,A,207,A,232,A,247,A,261,A,234,A,225,A,236,A,216,A,191,A,191,A,110,A,88,A,79,A,"3,728"
4,SCL,880 , ,8.583,N,N,SEG NBON FRWB RTE 237         ,10/12/2023,THU,34,A,21,A,19,A,22,A,62,A,137,A,139,A,181,A,238,A,191,A,203,A,211,A,236,A,292,A,282,A,257,A,229,A,217,A,185,A,221,A,208,A,206,A,154,A,87,A,"4,032"
4,SCL,880 , ,8.583,N,N,SEG NBON FRWB RTE 237         ,10/14/2023,SAT,67,A,59,A,27,A,16,A,33,A,60,A,58,A,114,A,145,A,191,A,250,A,298,A,343,A,358,A,356,A,318,A,303,A,293,A,283,A,333,A,262,A,257,A,142,A,149,A,"4,715"
4,SCL,880 , ,8.583,N,N,SEG NBON FRWB RTE 237         ,10/15/2023,SUN,50,A,46,A,29,A,8,A,21,A,24,A,45,A,40,A,98,A,153,A,207,A,275,A,292,A,353,A,358,A,300,A,279,A,248,A,301,A,258,A,239,A,206,A,123,A,57,A,"4,010"
4,SCL,880 , ,8.583,N,N,SEG NBON FRWB RTE 237         ,10/17/2023,TUE,19,A,21,A,17,A,19,A,61,A,130,A,163,A,150,A,246,A,205,A,185,A,209,A,230,A,250,A,259,A,247,A,221,A,205,A,193,A,192,A,181,A,151,A,88,A,67,A,"3,709"
4,SCL,880 , ,8.583,N,N,SEG NBON FRWB RTE 237         ,10/18/2023,WED,24,A,20,A,20,A,17,A,67,A,126,A,162,A,186,A,252,A,197,A,186,A,216,A,282,A,275,A,265,A,252,A,231,A,226,A,182,A,217,A,213,A,183,A,114,A,77,A,"3,990"
4,SCL,880 , ,8.583,N,N,SEG NBON FRWB RTE 237         ,10/19/2023,THU,29,A,19,A,17,A,27,A,50,A,140,A,154,A,200,A,243,A,225,A,195,A,214,A,258,A,305,A,261,A,241,A,210,A,245,A,198,A,236,A,234,A,215,A,120,A,54,A,"4,090"
4,SCL,880 , ,8.583,N,N,SEG NBON FRWB RTE 237         ,10/20/2023,FRI,40,A,19,A,17,A,22,A,55,A,135,A,159,A,209,A,240,A,220,A,189,A,244,A,263,A,297,A,292,A,251,A,260,A,257,A,243,A,273,A,346,A,246,A,191,A,123,A,"4,591"
4,SCL,880 , ,8.583,N,N,SEG NBON FRWB RTE 237         ,10/21/2023,SAT,77,A,63,A,30,A,16,A,28,A,55,A,83,A,94,A,132,A,198,A,229,A,257,A,314,A,316,A,304,A,333,A,314,A,283,A,298,A,238,A,257,A,228,A,190,A,98,A,"4,435"
4,SCL,880 , ,8.583,N,N,SEG NBON FRWB RTE 237         ,10/22/2023,SUN,78,A,54,A,42,A,19,A,13,A,29,A,51,A,66,A,84,A,134,A,170,A,270,A,274,A,379,A,277,A,264,A,277,A,245,A,283,A,229,A,240,A,193,A,113,A,39,A,"3,823"
4,SCL,880 , ,8.583,N,N,SEG NBON FRWB RTE 237         ,10/23/2023,MON,38,A,22,A,15,A,20,A,51,A,120,A,167,A,170,A,243,A,204,A,175,A,209,A,223,A,315,A,267,A,248,A,241,A,240,A,198,A,220,A,226,A,207,A,113,A,69,A,"4,001"
4,SCL,880 , ,8.583,N,N,SEG NBON FRWB RTE 237         ,10/24/2023,TUE,33,A,15,A,15,A,21,A,62,A,124,A,167,A,176,A,269,A,209,A,193,A,199,A,238,A,282,A,249,A,249,A,233,A,219,A,188,A,224,A,184,A,163,A,101,A,55,A,"3,868"
4,SCL,880 , ,8.583,N,N,SEG NBON FRWB RTE 237         ,10/25/2023,WED,31,A,9,A,19,A,17,A,62,A,135,A,169,A,200,A,267,A,204,A,190,A,219,A,248,A,289,A,244,A,236,A,226,A,235,A,227,A,195,A,192,A,144,A,118,A,89,A,"3,965"
4,SCL,880 , ,8.583,N,N,SEG NBON FRWB RTE 237         ,10/26/2023,THU,32,A,18,A,22,A,21,A,55,A,118,A,161,A,188,A,247,A,194,A,199,A,192,A,239,A,291,A,298,A,247,A,233,A,225,A,173,A,191,A,203,A,178,A,109,A,67,A,"3,901"
4,SCL,880 , ,8.583,N,N,SEG NBON FRWB RTE 237         ,10/28/2023,SAT,88,A,38,A,30,A,21,A,28,A,44,A,63,A,77,A,123,A,147,A,239,A,265,A,287,A,369,A,342,A,335,A,335,A,307,A,308,A,299,A,317,A,270,A,165,A,110,A,"4,607"
4,SCL,880 , ,8.583,N,N,SEG NBON FRWB RTE 237         ,10/29/2023,SUN,80,A,40,A,31,A,28,A,21,A,28,A,48,A,48,A,93,A,154,A,171,A,249,A,294,A,344,A,327,A,304,A,285,A,305,A,291,A,248,A,235,A,205,A,94,A,53,A,"3,976"
4,SCL,880 , ,8.583,N,N,SEG NBON FRWB RTE 237         ,10/30/2023,MON,30,A,16,A,11,A,20,A,66,A,112,A,145,A,172,A,232,A,174,A,206,A,200,A,255,A,268,A,259,A,276,A,227,A,214,A,208,A,196,A,184,A,151,A,90,A,57,A,"3,769"
4,SCL,880 , ,8.847,N,N,SEG NB ON FR EB RTE 237       ,10/1/2023,SUN,355,A,208,A,148,A,102,A,90,A,189,A,320,A,426,A,582,A,773,A,877,A,1017,A,1147,A,1231,A,1155,A,1213,A,1683,A,1757,A,1399,A,1069,A,887,A,675,A,444,A,298,A,"18,045"
4,SCL,880 , ,8.847,N,N,SEG NB ON FR EB RTE 237       ,10/2/2023,MON,193,A,91,A,86,A,121,A,232,A,731,A,1098,A,1678,A,2005,A,1825,A,1453,A,1386,A,1579,A,1655,A,1892,A,1842,A,2065,A,2090,A,2022,A,1796,A,885,A,579,A,434,A,394,A,"28,132"
4,SCL,880 , ,8.847,N,N,SEG NB ON FR EB RTE 237       ,10/3/2023,TUE,234,A,101,A,137,A,139,A,266,A,740,A,1188,A,1464,A,1911,A,1754,A,1405,A,1449,A,1768,A,1917,A,1954,A,2045,A,2032,A,2137,A,2034,A,1930,A,1157,A,665,A,465,A,385,A,"29,277"
4,SCL,880 , ,8.847,N,N,SEG NB ON FR EB RTE 237       ,10/4/2023,WED,252,A,107,A,114,A,139,A,276,A,748,A,1232,A,1704,A,2035,A,1854,A,1476,A,1504,A,1841,A,1894,A,1959,A,2058,A,2062,A,2096,A,2030,A,1919,A,1241,A,755,A,522,A,468,A,"30,286"
4,SCL,880 , ,8.847,N,N,SEG NB ON FR EB RTE 237       ,10/5/2023,THU,300,A,106,A,124,A,137,A,271,A,675,A,1191,A,1729,A,2011,A,1834,A,1520,A,1607,A,1829,A,1922,A,1989,A,2020,A,2073,A,2054,A,2051,A,1881,A,1390,A,1013,A,768,A,574,A,"31,069"
4,SCL,880 , ,8.847,N,N,SEG NB ON FR EB RTE 237       ,10/6/2023,FRI,298,A,149,A,146,A,152,A,316,A,698,A,1120,A,1608,A,1865,A,1799,A,1609,A,1758,A,1790,A,1854,A,1965,A,1981,A,2007,A,2068,A,1881,A,1721,A,1078,A,986,A,928,A,653,A,"30,430"
4,SCL,880 , ,8.847,N,N,SEG NB ON FR EB RTE 237       ,10/7/2023,SAT,395,A,218,A,204,A,166,A,156,A,355,A,553,A,693,A,896,A,975,A,1026,A,1194,A,1378,A,1358,A,1362,A,1357,A,1339,A,1328,A,1248,A,1126,A,996,A,1023,A,1025,A,574,A,"20,945"
4,SCL,880 , ,8.847,N,N,SEG NB ON FR EB RTE 237       ,10/8/2023,SUN,399,A,241,A,207,A,108,A,97,A,188,A,301,A,367,A,613,A,719,A,895,A,1008,A,1161,A,1272,A,1154,A,1151,A,1133,A,1118,A,1014,A,984,A,1326,A,1559,A,1026,A,413,A,"18,454"
4,SCL,880 , ,8.847,N,N,SEG NB ON FR EB RTE 237       ,10/10/2023,TUE,233,A,113,A,131,A,115,A,290,A,676,A,1162,A,1737,A,1918,A,1630,A,1416,A,1448,A,1746,A,1897,A,2005,A,2007,A,2015,A,2074,A,1994,A,1902,A,1226,A,815,A,582,A,439,A,"29,571"
4,SCL,880 , ,8.847,N,N,SEG NB ON FR EB RTE 237       ,10/11/2023,WED,308,A,138,A,137,A,133,A,292,A,725,A,1202,A,1569,A,1788,A,1683,A,1479,A,1510,A,1579,A,1711,A,1812,A,1776,A,1824,A,1673,A,1764,A,1812,A,1273,A,957,A,591,A,477,A,"28,213"
4,SCL,880 , ,8.847,N,N,SEG NB ON FR EB RTE 237       ,10/12/2023,THU,282,A,140,A,152,A,136,A,270,A,727,A,1216,A,1483,A,1697,A,1635,A,1485,A,1518,A,1667,A,1668,A,1827,A,1864,A,1916,A,2089,A,2001,A,1955,A,1215,A,902,A,673,A,460,A,"28,978"
4,SCL,880 , ,8.847,N,N,SEG NB ON FR EB RTE 237       ,10/14/2023,SAT,394,A,269,A,205,A,147,A,173,A,309,A,499,A,721,A,939,A,1062,A,1083,A,1209,A,1376,A,1400,A,1420,A,1408,A,1446,A,1444,A,1326,A,1196,A,996,A,925,A,905,A,562,A,"21,414"
4,SCL,880 , ,8.847,N,N,SEG NB ON FR EB RTE 237       ,10/15/2023,SUN,339,A,201,A,181,A,86,A,83,A,145,A,314,A,470,A,583,A,820,A,929,A,1071,A,1241,A,1366,A,1297,A,1313,A,1340,A,1312,A,1196,A,1071,A,934,A,755,A,561,A,303,A,"17,911"
4,SCL,880 , ,8.847,N,N,SEG NB ON FR EB RTE 237       ,10/16/2023,MON,178,A,98,A,91,A,113,A,228,A,698,A,1084,A,1583,A,1911,A,1746,A,1516,A,1434,A,1612,A,1823,A,1941,A,2000,A,2034,A,2123,A,2053,A,1806,A,892,A,704,A,509,A,382,A,"28,559"
4,SCL,880 , ,8.847,N,N,SEG NB ON FR EB RTE 237       ,10/17/2023,TUE,229,A,100,A,129,A,160,A,283,A,697,A,1010,A,1436,A,2090,A,1759,A,1466,A,1469,A,1783,A,1945,A,1994,A,2005,A,2038,A,2081,A,2053,A,2002,A,1342,A,883,A,638,A,452,A,"30,044"
4,SCL,880 , ,8.847,N,N,SEG NB ON FR EB RTE 237       ,10/18/2023,WED,266,A,124,A,117,A,144,A,267,A,732,A,1189,A,1693,A,2028,A,1722,A,1446,A,1551,A,1812,A,2004,A,1965,A,1939,A,2042,A,2114,A,2028,A,1953,A,1255,A,953,A,678,A,472,A,"30,494"
4,SCL,880 , ,8.847,N,N,SEG NB ON FR EB RTE 237       ,10/19/2023,THU,269,A,138,A,123,A,133,A,314,A,722,A,1099,A,1687,A,2009,A,1814,A,1492,A,1562,A,1834,A,1925,A,1993,A,2049,A,2012,A,2001,A,2043,A,1924,A,1371,A,906,A,685,A,492,A,"30,597"
4,SCL,880 , ,8.847,N,N,SEG NB ON FR EB RTE 237       ,10/20/2023,FRI,272,A,127,A,129,A,155,A,279,A,708,A,1110,A,1512,A,1999,A,1775,A,1638,A,1607,A,1880,A,1954,A,1941,A,1945,A,2032,A,2056,A,1948,A,1854,A,1106,A,1098,A,1132,A,728,A,"30,985"
4,SCL,880 , ,8.847,N,N,SEG NB ON FR EB RTE 237       ,10/21/2023,SAT,480,A,236,A,131,A,91,A,118,A,322,A,527,A,701,A,979,A,1020,A,1090,A,1165,A,1352,A,1383,A,1324,A,1398,A,1432,A,1483,A,1420,A,1229,A,945,A,1001,A,1035,A,755,A,"21,617"
4,SCL,880 , ,8.847,N,N,SEG NB ON FR EB RTE 237       ,10/22/2023,SUN,473,A,211,A,163,A,110,A,94,A,160,A,368,A,429,A,587,A,772,A,896,A,1074,A,1374,A,1298,A,1238,A,1293,A,1219,A,1256,A,1097,A,1074,A,794,A,657,A,544,A,325,A,"17,506"
4,SCL,880 , ,8.847,N,N,SEG NB ON FR EB RTE 237       ,10/23/2023,MON,181,A,83,A,99,A,107,A,234,A,639,A,1082,A,1648,A,1994,A,1787,A,1474,A,1350,A,1688,A,1909,A,2000,A,2037,A,2034,A,2100,A,2057,A,1804,A,1008,A,754,A,530,A,406,A,"29,005"
4,SCL,880 , ,8.847,N,N,SEG NB ON FR EB RTE 237       ,10/24/2023,TUE,249,A,108,A,133,A,155,A,271,A,706,A,1155,A,1705,A,2077,A,1716,A,1436,A,1347,A,1771,A,1912,A,1825,A,2047,A,2124,A,2113,A,2051,A,1990,A,1352,A,885,A,577,A,452,A,"30,157"
4,SCL,880 , ,8.847,N,N,SEG NB ON FR EB RTE 237       ,10/25/2023,WED,275,A,122,A,127,A,148,A,284,A,700,A,1179,A,1730,A,2117,A,1804,A,1524,A,1472,A,1739,A,1980,A,1990,A,2048,A,2076,A,2072,A,2033,A,1946,A,1205,A,883,A,620,A,493,A,"30,567"
4,SCL,880 , ,8.847,N,N,SEG NB ON FR EB RTE 237       ,10/26/2023,THU,270,A,113,A,148,A,140,A,277,A,743,A,1092,A,1735,A,2043,A,1775,A,1615,A,1405,A,1505,A,1913,A,2029,A,2052,A,2081,A,2118,A,2077,A,1749,A,1457,A,900,A,718,A,479,A,"30,434"
4,SCL,880 , ,8.847,N,N,SEG NB ON FR EB RTE 237       ,10/28/2023,SAT,360,A,220,A,215,A,136,A,167,A,309,A,453,A,640,A,831,A,1002,A,1162,A,1255,A,1396,A,1381,A,1387,A,1473,A,1461,A,1413,A,1336,A,1229,A,1139,A,1004,A,1045,A,699,A,"21,713"
4,SCL,880 , ,8.847,N,N,SEG NB ON FR EB RTE 237       ,10/29/2023,SUN,418,A,269,A,221,A,118,A,104,A,155,A,312,A,398,A,561,A,688,A,910,A,1072,A,1183,A,1364,A,1256,A,1243,A,1657,A,1818,A,1424,A,972,A,736,A,661,A,547,A,326,A,"18,413"
4,SCL,880 , ,8.847,N,N,SEG NB ON FR EB RTE 237       ,10/30/2023,MON,175,A,105,A,137,A,115,A,237,A,682,A,1097,A,1702,A,2056,A,1827,A,1462,A,1406,A,1728,A,1940,A,2010,A,2006,A,2068,A,2065,A,2001,A,1932,A,1293,A,860,A,573,A,465,A,"29,942"
4,SCL,880 , ,10.210,N,S,SB ON FR EB DIXON RD          ,10/1/2023,SUN,11,A,2,A,1,A,7,A,5,A,8,A,7,A,12,A,12,A,17,A,49,A,62,A,50,A,61,A,83,A,60,A,73,A,61,A,67,A,55,A,38,A,28,A,13,A,3,A,785
4,SCL,880 , ,10.210,N,S,SB ON FR EB DIXON RD          ,10/2/2023,MON,7,A,4,A,49,A,35,A,33,A,64,A,57,A,80,A,120,A,179,A,185,A,215,A,261,A,215,A,325,A,328,A,405,A,424,A,266,A,150,A,85,A,53,A,35,A,42,A,"3,617"
4,SCL,880 , ,10.210,N,S,SB ON FR EB DIXON RD          ,10/3/2023,TUE,14,A,8,A,68,A,33,A,40,A,58,A,70,A,103,A,177,A,247,A,204,A,188,A,257,A,245,A,542,A,750,A,447,A,431,A,309,A,155,A,78,A,43,A,33,A,37,A,"4,537"
4,SCL,880 , ,10.210,N,S,SB ON FR EB DIXON RD          ,10/4/2023,WED,15,A,8,A,63,A,34,A,50,A,80,A,66,A,100,A,142,A,168,A,189,A,216,A,305,A,719,A,557,A,348,A,410,A,411,A,340,A,154,A,72,A,42,A,31,A,37,A,"4,557"
4,SCL,880 , ,10.210,N,S,SB ON FR EB DIXON RD          ,10/5/2023,THU,17,A,12,A,73,A,42,A,32,A,61,A,72,A,94,A,145,A,177,A,185,A,229,A,258,A,254,A,395,A,343,A,444,A,421,A,297,A,147,A,63,A,60,A,35,A,34,A,"3,890"
4,SCL,880 , ,10.210,N,S,SB ON FR EB DIXON RD          ,10/6/2023,FRI,7,A,10,A,65,A,32,A,36,A,67,A,51,A,89,A,112,A,174,A,198,A,268,A,267,A,254,A,345,A,392,A,362,A,325,A,230,A,126,A,93,A,60,A,31,A,34,A,"3,628"
4,SCL,880 , ,10.210,N,S,SB ON FR EB DIXON RD          ,10/7/2023,SAT,11,A,5,A,15,A,9,A,6,A,21,A,33,A,50,A,47,A,102,A,128,A,133,A,97,A,116,A,120,A,82,A,98,A,80,A,94,A,53,A,41,A,26,A,18,A,8,A,"1,393"
4,SCL,880 , ,10.210,N,S,SB ON FR EB DIXON RD          ,10/8/2023,SUN,1,A,3,A,3,A,2,A,4,A,2,A,8,A,10,A,18,A,8,A,54,A,43,A,49,A,69,A,84,A,87,A,74,A,70,A,85,A,52,A,36,A,22,A,13,A,6,A,803
4,SCL,880 , ,10.210,N,S,SB ON FR EB DIXON RD          ,10/10/2023,TUE,11,A,10,A,53,A,42,A,41,A,67,A,63,A,92,A,169,A,351,A,184,A,211,A,222,A,265,A,391,A,360,A,408,A,421,A,353,A,124,A,86,A,45,A,37,A,28,A,"4,034"
4,SCL,880 , ,10.210,N,S,SB ON FR EB DIXON RD          ,10/11/2023,WED,14,A,10,A,65,A,44,A,51,A,66,A,62,A,94,A,153,A,180,A,209,A,269,A,238,A,213,A,360,A,326,A,436,A,383,A,309,A,129,A,72,A,56,A,46,A,37,A,"3,822"
4,SCL,880 , ,10.210,N,S,SB ON FR EB DIXON RD          ,10/12/2023,THU,12,A,13,A,62,A,41,A,46,A,47,A,65,A,87,A,133,A,163,A,214,A,218,A,234,A,248,A,339,A,353,A,398,A,400,A,275,A,144,A,92,A,41,A,31,A,36,A,"3,692"
4,SCL,880 , ,10.210,N,S,SB ON FR EB DIXON RD          ,10/14/2023,SAT,12,A,11,A,14,A,4,A,3,A,17,A,24,A,31,A,48,A,78,A,110,A,122,A,92,A,96,A,119,A,104,A,94,A,89,A,93,A,44,A,52,A,30,A,20,A,12,A,"1,319"
4,SCL,880 , ,10.210,N,S,SB ON FR EB DIXON RD          ,10/15/2023,SUN,5,A,3,A,2,A,1,A,2,A,1,A,5,A,12,A,14,A,13,A,58,A,65,A,59,A,70,A,100,A,79,A,52,A,82,A,58,A,46,A,31,A,35,A,16,A,6,A,815
4,SCL,880 , ,10.210,N,S,SB ON FR EB DIXON RD          ,10/16/2023,MON,6,A,4,A,53,A,33,A,29,A,44,A,71,A,77,A,127,A,160,A,194,A,211,A,338,A,226,A,365,A,320,A,384,A,424,A,319,A,150,A,66,A,48,A,38,A,31,A,"3,718"
4,SCL,880 , ,10.210,N,S,SB ON FR EB DIXON RD          ,10/17/2023,TUE,12,A,10,A,70,A,44,A,41,A,71,A,50,A,63,A,168,A,162,A,182,A,206,A,239,A,252,A,379,A,341,A,434,A,433,A,330,A,138,A,79,A,31,A,36,A,35,A,"3,806"
4,SCL,880 , ,10.210,N,S,SB ON FR EB DIXON RD          ,10/18/2023,WED,13,A,12,A,70,A,39,A,40,A,69,A,65,A,98,A,137,A,171,A,160,A,233,A,261,A,242,A,406,A,316,A,420,A,444,A,332,A,129,A,85,A,56,A,40,A,30,A,"3,868"
4,SCL,880 , ,10.210,N,S,SB ON FR EB DIXON RD          ,10/19/2023,THU,8,A,8,A,65,A,51,A,37,A,57,A,58,A,94,A,114,A,170,A,251,A,534,A,228,A,268,A,373,A,355,A,407,A,441,A,331,A,136,A,78,A,53,A,38,A,31,A,"4,186"
4,SCL,880 , ,10.210,N,S,SB ON FR EB DIXON RD          ,10/21/2023,SAT,11,A,11,A,12,A,5,A,7,A,23,A,9,A,39,A,42,A,61,A,90,A,105,A,75,A,100,A,98,A,78,A,88,A,121,A,73,A,72,A,43,A,27,A,11,A,10,A,"1,211"
4,SCL,880 , ,10.210,N,S,SB ON FR EB DIXON RD          ,10/23/2023,MON,5,A,6,A,48,A,23,A,40,A,54,A,62,A,79,A,120,A,141,A,186,A,192,A,209,A,256,A,374,A,330,A,409,A,418,A,313,A,123,A,79,A,53,A,39,A,25,A,"3,584"
4,SCL,880 , ,10.210,N,S,SB ON FR EB DIXON RD          ,10/24/2023,TUE,12,A,8,A,65,A,30,A,36,A,57,A,61,A,86,A,126,A,159,A,179,A,190,A,205,A,220,A,362,A,341,A,451,A,422,A,298,A,141,A,97,A,48,A,31,A,37,A,"3,662"
4,SCL,880 , ,10.210,N,S,SB ON FR EB DIXON RD          ,10/25/2023,WED,9,A,11,A,59,A,37,A,52,A,47,A,57,A,81,A,154,A,164,A,185,A,190,A,234,A,236,A,353,A,355,A,434,A,421,A,301,A,153,A,57,A,53,A,32,A,28,A,"3,703"
4,SCL,880 , ,10.210,N,S,SB ON FR EB DIXON RD          ,10/26/2023,THU,19,A,16,A,57,A,37,A,34,A,56,A,49,A,81,A,109,A,148,A,198,A,176,A,234,A,265,A,347,A,302,A,455,A,391,A,280,A,128,A,90,A,67,A,43,A,31,A,"3,613"
4,SCL,880 , ,10.210,N,S,SB ON FR EB DIXON RD          ,10/28/2023,SAT,14,A,10,A,10,A,3,A,2,A,17,A,35,A,31,A,37,A,52,A,67,A,103,A,98,A,84,A,90,A,81,A,81,A,83,A,65,A,52,A,41,A,20,A,13,A,12,A,"1,101"
4,SCL,880 , ,10.210,N,S,SB ON FR EB DIXON RD          ,10/29/2023,SUN,7,A,2,A,3,A,2,A,2,A,1,A,13,A,9,A,7,A,18,A,53,A,50,A,67,A,61,A,69,A,76,A,76,A,73,A,67,A,40,A,26,A,19,A,12,A,3,A,756
